Rank,Name,Ticker,MarketCap,Stablecoin
537,Anoma,XANUSD,30251934.08995962,False
538,Burnedfi,BURNUSD,29995466.504107803,False
539,MicroStrategy Tokenized Stock (Ondo),MSTRonUSD,29857603.941518698,False
540,MVL,MVLUSD,29845967.269045494,False
541,SanDisk Tokenized bStocks,SNDKBUSD,29829054.01546827,False
542,A Meme Coin,MEMEUSD,29757498.12283017,False
543,Audiera,BEATUSD,29641481.146534074,False
544,EthereumPoW,ETHWUSD,29601843.940570507,False
545,Hims & Hers Health Tokenized Stock (Ondo),HIMSonUSD,29512942.721004076,False
546,BORA,BORAUSD,29413690.116427064,False
547,ANyONe Protocol,ANYONEUSD,29396146.38341667,False
548,Hyperlane,HYPERUSD,29352932.728704516,False
549,Pundi X (New),PUNDIXUSD,29228619.35528196,False
550,Osmosis,OSMOUSD,28906297.222513735,False
551,DEAPcoin,DEPUSD,28738037.50223748,False
552,Celer Network,CELRUSD,28584444.5230903,False
553,Swarm Network,TRUTHUSD,28576007.315119583,False
554,The Index,INDEXUSD,28349183.55142532,False
555,NotInEmploymentEducationTraining,NEETUSD,28390841.320830584,False
556,USDK,USDK,28284114.357044842,True
557,MANTRA,MANTRAUSD,28252173.01561989,False
558,iota,SN9USD,28237536.93774291,False
559,Metal DAO,MTLUSD,28147136.545672104,False
560,Defi App,HOMEUSD,28122687.98930499,False
561,Pax Dollar,USDP,28039186.648251675,True
562,Sign,SIGNUSD,28016259.602431722,False
563,Spacecoin,SPACEUSD,27759705.877846602,False
564,Pipedog,PIPEDOGUSD,27510464.601406343,False
565,Canopy,CNPYUSD,27367708.0241916,False
566,Electronic USD,eUSD,27495550.209978126,False
567,iShares Bitcoin Trust Tokenized Stock (Ondo),IBITonUSD,27456043.300181072,False
568,Cartesi,CTSIUSD,27365562.87362605,False
569,Ardor,ARDRUSD,27355915.95991413,False
570,SLT,SLTUSD,27195676.399428405,False
571,Uquid Coin,UQCUSD,27101570.0247661,False
572,B3 (Base),B3USD,27100467.82140476,False
573,Tokenised GBP,TGBPUSD,26905660.785376653,True
574,Power Protocol,POWERUSD,26771008.406284876,False
575,iExec RLC,RLCUSD,26627831.029750414,False
576,OpenAI Pre-IPO stock (Republic),preOPAIUSD,26608539.04829479,False
577,Civic,CVCUSD,26585299.14141966,False
578,Liquity USD,LUSD,26514345.478335883,True
579,COINDEPO,COINDEPOUSD,26480057.601449538,False
580,Degen,DEGENUSD,26434237.719037596,False
581,Velvet,VELVETUSD,26272940.60664906,False
582,SKALE,SKLUSD,26279681.281645834,False
583,Gensyn,AIUSD,26241214.64679023,False
584,StrikeX,STRXUSD,26199551.310700636,False
585,Ark of Panda,AOPUSD,26198475.25043532,False
586,OKZOO,AIOTUSD,26142540.985673092,False
587,ZEROBASE,ZBTUSD,26141331.458685264,False
588,Velodrome Finance,VELOUSD,25939139.004758593,False
589,SPDR S&P 500 Trust Tokenized ETF (Robinhood),SPYUSD,25916586.774958964,False
590,Frax (prev. FXS),FRAXUSD,25904641.11973442,False
591,Nillion,NILUSD,25843762.769988954,False
592,Abey,ABEYUSD,25826351.92568531,False
593,Blast,BLASTUSD,25821983.862573408,False
594,Illuvium,ILVUSD,25715932.667360157,False
595,OpenGradient,OPGUSD,25669438.079662636,False
596,KiiChain,KIIUSD,25575892.50148099,False
597,Everything,EVUSD,25541821.89055077,False
598,iShares Silver Trust Tokenized ETF (Ondo),SLVonUSD,25515309.60495821,False
599,Arkham,ARKMUSD,25484010.330567133,False
600,PlaysOut,PLAYUSD,25447469.915517554,False
601,Metis,METISUSD,25444548.191979185,False
602,Lorenzo Protocol,BANKUSD,25236921.402466845,False
603,LCX,LCXUSD,24955638.725894287,False
604,Victoria VR,VRUSD,25212632.682674397,False
605,CEA Industries Tokenized bStocks,BNCBUSD,25181633.484289303,False
606,Alphabet Tokenized bStocks,GOOGLBUSD,25160815.204988874,False
607,CARV,CARVUSD,25102207.849527303,False
608,Usual,USUALUSD,25057416.632573407,False
609,Tokenlon Network Token,LONUSD,24986303.93058501,False
610,Playnance,GCOINUSD,24937518.125695385,False
611,UNS TOKEN,UNSUSD,24934913.411130268,False
612,MetYa,MYUSD,25046043.724010978,False
613,Cyber,CYBERUSD,24759785.703899313,False
614,Flux,FLUXUSD,24712659.15381491,False
615,Bounce Token,AUCTIONUSD,24628006.912966013,False
616,SwftCoin,SWFTCUSD,24557865.11591892,False
617,Cysic,CYSUSD,24324542.708372176,False
618,SK Hynix Tokenized bStocks,SKHYBUSD,24307933.261239383,False
619,DOGS,DOGSUSD,24315584.11118084,False
620,Folks Finance,FOLKSUSD,24283628.585634973,False
621,Cetus Protocol,CETUSUSD,24248249.68817136,False
622,Clearpool,CPOOLUSD,24183045.381707743,False
623,WAX,WAXPUSD,24173401.271814566,False
624,GMT,GMTUSD,24085952.90299686,False
625,Lucidum Coin,LUCICUSD,23907910.565277994,False
626,Fogo,FOGOUSD,23917624.498867907,False
627,Impossible Cloud Network,ICNTUSD,23874201.085370116,False
628,Ergo,ERGUSD,23743217.00535441,False
629,MiL.k,MLKUSD,23730353.526729118,False
630,Yield Guild Games,YGGUSD,23637404.291578196,False
631,Electroneum,ETNUSD,23551591.648010865,False
632,Xertra,STRAXUSD,23535624.780259073,False
633,Smooth Love Potion,SLPUSD,23494864.695956547,False
634,IQ,IQUSD,23475442.76772903,False
635,SATS (Ordinals),SATSUSD,23461071.121391226,False
636,Block Street,BSBUSD,23423375.65298585,False
637,BankrCoin,BNKRUSD,23343957.01506739,False
638,Big Time,BIGTIMEUSD,23321786.835822023,False
639,Solv Protocol,SOLVUSD,23181861.69335659,False
640,WhiteRock,WHITEUSD,22817567.43253029,False
641,Aevo,AEVOUSD,22594430.259206265,False
642,SNC SCANDIC COIN,SNCUSD,22155312.800804034,False
643,Bless,BLESSUSD,22015196.004141092,False
644,Chia,XCHUSD,21987783.828360267,False
645,OpenEden,EDENUSD,21976435.506013807,False
646,Aleo,ALEOUSD,21973925.283852547,False
647,4,4USD,21808008.74757764,False
648,Worldwide USD,WUSD,21792071.478388622,True
649,Grvt,GRVTUSD,21756973.76210988,False
650,QANplatform,QANXUSD,21714276.21404155,False
651,WOO,WOOUSD,21685181.880122874,False
652,API3,API3USD,21610314.381359547,False
653,Oho,OHOUSD,21588488.613046136,False
654,Liquity,LQTYUSD,21508975.68136267,False
655,Firo,FIROUSD,21487585.093082335,False
656,Boundless,ZKCUSD,21499184.52923647,False
657,Biconomy,BICOUSD,21449345.998124693,False
658,MESSIER,M87USD,21232218.687742077,False
659,Codatta,XNYUSD,21220572.234447394,False
660,NaoX Protocol,NAORISUSD,21228355.704425905,False
661,Nosana,NOSUSD,21184090.379517604,False
662,Zest Protocol,ZESTUSD,21167511.809780724,False
663,aixbt,AIXBTUSD,21147189.92813169,False
664,Orochi Network,ONUSD,21101242.679954737,False
665,Orbler,ORBRUSD,20820383.171400756,False
666,Capybobo,PYBOBOUSD,20799135.02751085,False
667,Trusta.AI,TAUSD,20709462.612296984,False
668,Brevis,BREVUSD,20654576.396443784,False
669,Shentu,CTKUSD,20614628.956440546,False
670,Bonfida,FIDAUSD,20609030.148949757,False
671,Enso,ENSOUSD,20564816.863663975,False
672,Solend,SLNDUSD,20549093.767294195,False
673,Fabric Protocol,ROBOUSD,20537184.898306902,False
674,Definitive,EDGEUSD,20532909.131940365,False
675,ArcBlock,ABTUSD,20515313.87872416,False
676,OVERTAKE,TAKEUSD,20510167.868092444,False
677,NVIDIA Tokenized Stock (Robinhood),NVDAUSD,20308076.55861797,False
678,Alphabet Class A Tokenized Stock (Ondo),GOOGLonUSD,20207179.75094243,False
679,Tesla Tokenized bStocks,TSLABUSD,20071720.13447645,False
680,DebtReliefBot,DRBUSD,20022016.083816566,False
681,The Interfold,FOLDUSD,19798443.219057,False
682,Perle,PRLUSD,19927553.433342353,False
683,AI Companions,AICUSD,19864776.628253207,False
684,Pocket Network,POKTUSD,19744375.61178375,False
685,Cobak Token,CBKUSD,19730600.195440356,False
686,Freysa,FAIUSD,19684314.004078425,False
687,Comtech Gold,CGOUSD,19667941.03340123,False
688,QuarkChain,QKCUSD,19352423.3242465,False
689,OpenServ,SERVUSD,19582156.351389494,False
690,Basecat,BASECATUSD,19432261.247783788,False
691,Mey Network,MEYUSD,19461380.948352173,False
692,Symbol,XYMUSD,19426292.35393737,False
693,Gigachad,GIGAUSD,19364782.87923997,False
694,MediBloc,MEDUSD,19338530.049280684,False
695,NYM,NYMUSD,19334810.45963942,False
696,Audius,AUDIOUSD,19326754.926099077,False
697,dKargo,DKAUSD,19270002.6148857,False
698,Epic Chain,EPICUSD,19268699.15726756,False
699,Roundhill Memory ETF Tokenized bStocks,DRAMBUSD,19257998.171987556,False
700,Cheelee,CHEELUSD,19210291.892853968,False
701,PolySwarm,NCTUSD,18975128.435756266,False
702,Tensor,TNSRUSD,19070728.918810043,False
703,Quantix Finance,QFIUSD,19040936.381855816,False
704,Intel Tokenized Stock (Ondo),INTConUSD,19028683.372283038,False
705,iShares 20+ Year Treasury Bond Tokenized ETF (Ondo),TLTonUSD,19013454.514482327,False
706,Sapien,SAPIENUSD,18991814.008873586,False
707,Isiklar Coin,ISIKCUSD,18826475.914934475,False
708,GameBuild,GAMEUSD,18813119.183303006,False
709,Public Masterpiece Token,PMTUSD,18685894.50273994,False
710,Umia,UMIAUSD,18659864.488505397,False
711,ChainGPT,CGPTUSD,18659070.77244334,False
712,Adshares,ADSUSD,18585939.648192707,False
713,siren,SIRENUSD,18454762.855021603,False
714,SynFutures,FUSD,18436617.520285197,False
715,BitMart Token,BMXUSD,18370357.6551859,False
716,Adventure Gold,AGLDUSD,18340272.691940755,False
717,Moonbirds,BIRBUSD,18253794.685688578,False
718,DODO,DODOUSD,18231151.46641453,False
719,Micron Technology tokenized stock (xStock),MUxUSD,18141465.224047303,False
720,Sonic SVM,SONICUSD,18141149.987847682,False
721,Felysyum,FELYUSD,18126636.084939312,False
722,Semicon Bull 3X ETF Tokenized bStocks,SOXLBUSD,18112131.074187472,False
723,Coinbase Tokenized bStocks,COINBUSD,18105285.058057837,False
724,Janction,JCTUSD,18103939.82582185,False
725,pippin,PIPPINUSD,18040697.429200385,False
726,WalletConnect Token,WCTUSD,18033255.646841593,False
727,CZ's Dog,BROCCOLIUSD,18009110.434631623,False
728,STBL,STBLUSD,17945703.567915756,False
729,Cluster Protocol,CPUSD,17919856.761442263,False
730,Tether Gold Tokens,XAUT0USD,17905724.254267,False
731,Tutorial,TUTUSD,17815763.39380195,False
732,Pixels,PIXELUSD,17811888.04632291,False
733,MAX Exchange Token,MAXUSD,17804922.6555067,False
734,UPCX,UPCUSD,17748184.212743968,False
735,Spell Token,SPELLUSD,17704231.19170993,False
736,Undeads Games,UDSUSD,17827529.142553814,False
737,Animecoin,ANIMEUSD,17534214.714129873,False
738,Taiko,TAIKOUSD,17525512.720993374,False
739,Fusionist,ACEUSD,17524287.838628482,False
740,Gradients,SN56USD,17470066.369879045,False
741,AVA (Travala),AVAUSD,17449608.04779018,False
742,Sandisk Corporation tokenized stock(xstock),SNDKXUSD,17436323.02429989,False
743,Mira,MIRAUSD,17299050.846307885,False
744,Tesla Tokenized Stock (Ondo),TSLAonUSD,17258104.3281148,False
745,Divi,DIVIUSD,17153940.36580709,False
746,iShares Core MSCI EAFE Tokenized ETF (Ondo),IEFAonUSD,17129778.794725005,False
747,Aurora,AURORAUSD,17039460.500898592,False
748,Goatseus Maximus,GOATUSD,16946378.885156445,False
749,Stargate Finance,STGUSD,16918018.207476106,False
750,MetaMUI,MMUIUSD,16903586.286756046,False
751,Chromia,CHRUSD,16791547.238243885,False
752,Constellation,DAGUSD,16787764.207677238,False
753,Citrea,CTRUSD,16708449.974668674,False
754,Portal,PORTALUSD,16666669.331237424,False
755,Rujira,RUJIUSD,16657795.72283703,False
756,Marvell Technology Tokenized Stock (Ondo),MRVLonUSD,16593856.143771095,False
757,Goldgr,GOLDGRUSD,16584508.588146623,False
758,Bitlayer,BTRUSD,16627072.110421935,False
759,World Mobile Token,WMTXUSD,16407591.18871569,False
760,Apertum,APTMUSD,16266678.626779156,False
761,Simon's Cat,CATUSD,16137218.277484445,False
762,JOE,JOEUSD,16071625.292536722,False
763,Metaplex,MPLXUSD,16070707.800275281,False
764,MetaMask USD,mUSD,16063306.078651715,True
765,Araracoin,ARARAUSD,16041247.27552775,False
766,Banana Gun,BANANAUSD,16021040.41866564,False
767,Venom,VENOMUSD,15994033.991657462,False
768,Young,YNGUSD,15974316.58952316,False
769,Namecoin,NMCUSD,15961991.760854699,False
770,Hemi,HEMIUSD,15930288.697032264,False
771,Xai,XAIUSD,15924465.179099193,False
772,DIA,DIAUSD,15915773.238410503,False
773,Hermez Network,HEZUSD,15855287.18334097,False
774,Treasure,MAGICUSD,15824529.152804688,False
775,Solstice,SLXUSD,15715594.958000517,False
776,YieldBasis,YBUSD,15705514.810218286,False
777,Peercoin,PPCUSD,15664633.039106809,False
778,Bertram The Pomeranian,BERTUSD,15586464.618668724,False
779,ARPA,ARPAUSD,15580470.569911122,False
780,Coin98,C98USD,15533597.589710124,False
781,Fulcrom Finance,FULUSD,15520252.39461077,False
782,Based,BASEDUSD,15502290.733884664,False
783,Orderly,ORDERUSD,15478304.173513679,False
784,Fartboy,FARTBOYUSD,15262516.050153958,False
785,Initia,INITUSD,15221116.833257603,False
786,MovieBloc,MBLUSD,15220655.514613431,False
787,QIE Blockchain,QIEUSD,15183594.557582902,False
788,Tokamak Network,TOKAMAKUSD,15142726.49513919,False
789,Circle Tokenized Stock (Reality),rCRCLUSD,15137983.642346732,False
790,Katana,KATUSD,15114819.601051837,False
791,State Street SPDR S&P 500 ETF Tokenized bStocks,SPYBUSD,15091879.30734937,False
792,Newton Protocol,NEWTUSD,15070623.39440536,False
793,Strategy Stretch Preferred Tokenized Stock (Ondo),STRConUSD,14929450.881690051,False
794,HarryPotterObamaSonic10Inu (ERC-20),BITCOINUSD,14913914.934033243,False
795,Manifesting (manifesting.meme),MANIFESTUSD,14883396.871027544,False
796,PepeCoin,PEPECOINUSD,14829186.323745135,False
797,DeBox,BOXUSD,14790949.579589125,False
798,ROGin AI,ROGUSD,14782872.642571332,False
799,Edel,EDELUSD,14776160.551952718,False
800,DogBull,DOGOUSD,14573830.29123959,False
801,Uchain,UCNUSD,14498230.806674238,False
802,Metadium,METAUSD,14468608.158312762,False
803,ICON,ICXUSD,14432361.714782497,False
804,Particle Network,PARTIUSD,14399581.145281892,False
805,Test,TSTUSD,14364139.942912629,False
806,iShares Core US Aggregate Bond Tokenized ETF (Ondo),AGGonUSD,14345411.336744698,False
807,Bubblemaps,BMTUSD,14314453.161263147,False
808,zkPass,ZKPUSD,14264499.101884186,False
809,Radworks,RADUSD,14119705.529523809,False
810,GYEN,GYENUSD,14111327.715812849,True
811,Graphite Protocol,GPUSD,13970543.839271087,False
812,wojak (wojakcto.com),WOJAKUSD,13926408.895479046,False
813,HeyElsa,ELSAUSD,13893063.37123066,False
814,Lumia,LUMIAUSD,13854750.929820087,False
815,Bluwhale,BLUAIUSD,13837282.405052356,False
816,Just a chill guy,CHILLGUYUSD,13821945.764376791,False
817,Braintrust,BTRSTUSD,13818146.307805806,False
818,Intel Tokenized bStocks,INTCBUSD,13790529.50835361,False
819,Doodles,DOODUSD,13787124.988919025,False
820,RollX,ROLLUSD,13670177.746774519,False
821,MyNeighborAlice,ALICEUSD,13631307.719358504,False
822,Corn,CORNUSD,13630651.351912633,False
823,Zentry,ZENTUSD,13649674.93234142,False
824,Storj,STORJUSD,13607570.518492317,False
825,GRIFFAIN,GRIFFAINUSD,13574965.165755631,False
826,MobileCoin,MOBUSD,13569909.019083427,False
827,Vow,VOWUSD,13559785.01349377,False
828,Lagrange,LAUSD,13539404.47146206,False
829,Apple tokenized stock (xStock),AAPLXUSD,13521758.41142053,False
830,SaucerSwap,SAUCEUSD,13503374.417375758,False
831,Superform,UPUSD,13488672.465553192,False
832,TENDIES (TendiesRH),TENDIESUSD,13486962.748582687,False
833,Puffer,PUFFERUSD,13273805.78955099,False
834,BLUE CHIP (basebluechip.com),BLUECHIPUSD,13272242.442705903,False
835,Delysium,AGIUSD,13257542.91910519,False
836,OG Fan Token,OGUSD,13246571.037201809,False
837,Saga,SAGAUSD,13201364.712438483,False
838,Coinbase tokenized stock (xStock),COINXUSD,13191462.436304098,False
839,Intel tokenized stock (xStock),INTCXUSD,13166590.604134971,False
840,DeAgentAI,AIAUSD,13162050.298364397,False
841,MicroStrategy Tokenized Stock (Reality),rMSTRUSD,13146527.104824385,False
842,Origin Protocol,OGNUSD,13125740.918334967,False
843,我踏马来了,我踏马来了USD,13119301.188285086,False
844,Ycash (y.cash),YECUSD,13018820.5650043,False
845,XSGD,XSGDUSD,12982309.451891629,True
846,Maverick Protocol,MAVUSD,12935579.600134237,False
847,Robinhood tokenized stock (xStock),HOODXUSD,12899847.58533206,False
848,Faith Tribe,FTRBUSD,12872775.694738315,False
849,Fluent,BLENDUSD,12870768.938002435,False
850,Osaka Protocol,OSAKUSD,12826873.503594713,False
851,DIAM,DIAMUSD,12620895.14562195,False
852,iShares Core S&P Total US Stock Market Tokenized ETF (Ondo),ITOTonUSD,12621943.022318674,False
853,AEON,AEONUSD,12588256.37976718,False
854,USD CoinVertible,USDCV,12546369.073895946,True
855,Buttcoin,BUTTCOINUSD,12474421.324711567,False
856,Loopring,LRCUSD,12407214.41922839,False
857,RHEA Finance,RHEAUSD,12315367.776264392,False
858,Freedom Dollar,FUSD,12299600.787600014,False
859,Hippo Protocol,HPUSD,12298928.739766803,False
860,Ninja Squad Token,NSTUSD,12250241.062911594,False
861,AriaAI,ARIAUSD,12249454.469340742,False
862,RateX,RTXUSD,12235620.184607266,False
863,Ridges AI,SN62USD,12232053.389573647,False
864,Hunt Town,HUNTUSD,12188492.250867972,False
865,Global Commercial Business,GCBUSD,12179601.985332685,False
866,Ponke,PONKEUSD,12163762.36706005,False
867,Ellipsis,EPSUSD,12142984.10413468,False
868,StablR Euro,EURRUSD,12125400.252456533,True
869,KernelDAO,KERNELUSD,11988376.80607943,False
870,Aura,AURAUSD,11964941.74672944,False
871,Heima,HEIUSD,11960135.284609541,False
872,Recall,RECALLUSD,11903421.331523202,False
873,Space and Time,SXTUSD,11874422.019411445,False
874,EVAA Protocol,EVAAUSD,11864614.522076525,False
875,SoFi Technologies Tokenized Stock (Ondo),SOFIonUSD,11847592.651471807,False
876,OpenKaito,SN5USD,11779324.74263034,False
877,ANDY (ETH),ANDYUSD,11756225.35397379,False
878,StonkBroker,STONKBROKERUSD,11748211.054867666,False
879,MEET48,IDOLUSD,11703392.562806046,False
880,Mind Network,FHEUSD,11695071.88634771,False
881,saffron.finance,SFIUSD,11631939.194443595,False
882,Chintai,CHEXUSD,11630160.553068051,False
883,Realio Network,RIOUSD,11661546.065103672,False
884,Infinex,INXUSD,11607804.748020684,False
885,Autonomi,ANTUSD,11573123.591678977,False
886,Counterparty,XCPUSD,11525208.342623997,False
887,Dolomite,DOLOUSD,11510409.980540767,False
888,Wanchain,WANUSD,11503966.26939433,False
889,TG Casino,TGCUSD,11417458.559044575,False
890,INFINIT,INUSD,11382918.11952868,False
891,USDB,USDB,11373104.880174816,True
892,tokenbot,CLANKERUSD,11356406.83570342,False
893,EGL1,EGL1USD,11318574.446698232,False
894,Decentrawood,DEODUSD,11288938.159839986,False
895,iShares MSCI EAFE Tokenized ETF (Ondo),EFAonUSD,11265336.336768048,False
896,Augur,REPUSD,11246729.975840494,False
897,Hegic,HEGICUSD,11116223.05613873,False
898,Dymension,DYMUSD,11015586.271827934,False
899,FirmaChain,FCTUSD,10998114.022234846,False
900,AVA,AVAUSD,11002352.570153924,False
901,iShares TIPS Bond Tokenized ETF (Ondo),TIPonUSD,10923879.504279504,False
902,RAMP,RAMPUSD,10903314.09864248,False
903,Gold tokenized ETF (xStock),GLDXUSD,10902661.622974873,False
904,Broadcom Tokenized bStocks,AVGOBUSD,10880645.137225464,False
905,Hamster Kombat,HMSTRUSD,10846166.848014235,False
906,Sleepless AI,AIUSD,10846165.907251548,False
907,TEXITcoin,TXCUSD,10813418.843863333,False
908,Wibx,WBXUSD,10809720.778212935,False
909,SLERF (OLD),SLERFUSD,10770883.70652848,False
910,ULTILAND,ARTXUSD,10737669.060133792,False
911,Artificial Liquid Intelligence,ALIUSD,10732313.044208186,False
912,Humidifi,WETUSD,10701366.391191168,False
913,Bone ShibaSwap,BONEUSD,10610593.74525511,False
914,iShares Gold Trust Tokenized ETF (Ondo),IAUonUSD,10601525.256026605,False
915,Google Tokenized Stock (Reality),rGOOGLUSD,10551604.967120364,False
916,ORIGYN,OGYUSD,10517820.266803995,False
917,MyShell,SHELLUSD,10462594.711766772,False
918,IAGON,IAGUSD,10457746.365915636,False
919,GeorgePlaysClashRoyale,CLASHUSD,10457891.71735447,False
920,SPECTRE AI,SPECTREUSD,10454837.429437138,False
921,Gains Network,GNSUSD,10439851.060637807,False
922,Moonriver,MOVRUSD,10434358.13322181,False
923,SuperRare,RAREUSD,10414222.346257383,False
924,Nexa (nexaagent.xyz),NXAUSD,10409777.622871999,False
925,Intuition,TRUSTUSD,10380517.248724427,False
926,Orchid,OXTUSD,10372880.388542952,False
927,BENQI,QIUSD,10355555.516295671,False
928,Wayfinder,PROMPTUSD,10341106.61027587,False
929,Bullbit PERP DEX,BUBIUSD,10255064.135616012,False
930,SpaceX Tokenized Stock (Ondo),SPCXonUSD,10234068.046364082,False
931,BounceBit,BBUSD,10233453.802720416,False
932,BOB (Build on Bitcoin),BOBUSD,10230542.736990307,False
933,ShareX,SHAREUSD,10210985.570801951,False
934,Alien Worlds,TLMUSD,10206851.678686816,False
935,PDD Holdings Tokenized Stock (Ondo),PDDonUSD,10201136.906370418,False
936,MAGIC•INTERNET•MONEY (Bitcoin),MIMUSD,10170650.884851852,False
937,Eesee,ESEUSD,10167327.838480912,False
938,Coq Inu,COQUSD,10154527.595943727,False
939,Atletico De Madrid Fan Token,ATMUSD,10151916.736841941,False
940,Solomon,SOLOUSD,10146258.315257423,False
941,Haedal Protocol,HAEDALUSD,10133508.99259012,False
942,THENA,THEUSD,10130199.673881408,False
943,SpaceX Tokenized Stock (Reality),rSPCXUSD,10122400.217650425,False
944,up,UPUSD,10021529.547804099,False
945,4Stock,4StockUSD,9982139.753354667,False
946,Ambire Wallet,WALLETUSD,9997165.575667027,False
947,Act I : The AI Prophecy,ACTUSD,9981324.521719053,False
948,iShares Core MSCI Emerging Markets Tokenized ETF (Ondo),IEMGonUSD,9970653.438967302,False
949,Meta tokenized stock (xStock),METAXUSD,9921209.398138711,False
950,GUNZ,GUNUSD,9910760.54090685,False
951,Verona,VERONAUSD,9883840.355869116,False
952,Bitcoin Diamond,BCDUSD,9859517.51259642,False
953,ColossusXT,COLXUSD,9830236.551021257,False
954,Drift,DRIFTUSD,9814561.738028118,False
955,Forta,FORTUSD,9811837.264464524,False
956,Decentralized Social,DESOUSD,9801278.359042205,False
957,Gods Unchained,GODSUSD,9786767.283964897,False
958,Bella Protocol,BELUSD,9716860.43723642,False
959,APX,APXUSD,9607523.674291775,False
960,IBS,IBSUSD,9550494.64924879,False
961,Coinbase Tokenized Stock (Ondo),COINonUSD,9534902.568303417,False
962,Wirex Token,WXTUSD,9527695.399358042,False
963,Hana Network,HANAUSD,9465761.844320668,False
964,Wecan Group,WECANUSD,9435845.055563223,False
965,Mango Network,MGOUSD,9434260.799854895,False
966,Energy Web Token,EWTUSD,9414086.50408518,False
967,iShares Russell 1000 Growth Tokenized ETF (Ondo),IWFonUSD,9395978.89762617,False
968,Toko Token,TKOUSD,9369386.524428895,False
969,Boba Network,BOBAUSD,9348774.021078493,False
970,Save,SAVEUSD,9347484.575003445,False
971,TAC Protocol,TACUSD,9343635.811390039,False
972,Caldera,ERAUSD,9299069.30907831,False
973,KAIO,KAIOUSD,9274063.246880367,False
974,Tradoor,TRADOORUSD,9264626.390322013,False
975,Squid,QUIDUSD,9204668.809745438,False
976,Avail,AVAILUSD,9200054.907717193,False
977,iShares 0-3 Month Treasury Bond Tokenized ETF (Ondo),SGOVonUSD,9170403.05437888,False
978,OLAXBT,AIOUSD,9161337.803258523,False
979,Unicorn Fart Dust,UFDUSD,9131902.49547148,False
980,MARBLEX,MBXUSD,9087593.157825174,False
981,Micron Tokenized Stock (Reality),rMUUSD,9088341.812452288,False
982,StakeStone,STOUSD,9078515.40308352,False
983,Autonolas,OLASUSD,9069992.486156771,False
984,LUCA,LUCAUSD,9065748.273632444,False
985,iShares MSCI South Korea ETF Tokenized bStocks,EWYBUSD,9065384.89411177,False
986,AMD Tokenized Stock (Ondo),AMDonUSD,9064330.517455038,False
987,Kishu Inu,KISHUUSD,9046797.400031868,False
988,Everlyn AI,LYNUSD,9029147.927360648,False
989,Yei Finance,CLOUSD,9014877.968883075,False
990,MUX Protocol,MCBUSD,8990392.860787112,False
991,Apple Tokenized Stock (Ondo),AAPLonUSD,8982268.36358807,False
992,xU3O8,XU3O8USD,8980015.076822918,False
993,Pepecoin,PEPUSD,8959306.01364949,False
994,Klickl Token,KLKUSD,8945325.544923993,False
995,NUMINE,NUMIUSD,8939045.408312054,False
996,Bitcoin Gold,BTGUSD,8905613.053204473,False
997,heyAura,ADXUSD,8843375.817487769,False
998,sUSD,SUSD,8813725.440985987,True
999,Yooldo,ESPORTSUSD,8810185.673241287,False
1000,Collect on Fanable,COLLECTUSD,8797367.558987636,False
